42.6560991,-71.3374059,4/20/2016,10:12:13
42.6560991,-71.3374059,4/20/2016,11:22:25
42.6560991,-71.3374059,4/20/2016,11:27:11
42.6560991,-71.3374059,4/20/2016,11:32:19
42.6560991,-71.3374059,4/20/2016,11:37:12
42.6560991,-71.3374059,4/20/2016,11:42:15
42.6560991,-71.3374059,4/20/2016,11:47:23
42.6560991,-71.3374059,4/20/2016,11:57:11
42.6560991,-71.3374059,4/20/2016,12:02:14
42.6560991,-71.3374059,4/20/2016,12:07:20
42.6560991,-71.3374059,4/20/2016,12:12:21
42.6560991,-71.3374059,4/20/2016,12:17:20
42.6560991,-71.3374059,4/20/2016,12:22:22
42.6560991,-71.3374059,4/20/2016,12:27:23
42.6560991,-71.3374059,4/20/2016,12:32:26
42.6560991,-71.3374059,4/20/2016,12:37:24
42.6560991,-71.3374059,4/20/2016,12:47:24
42.6560991,-71.3374059,4/20/2016,12:52:24
42.6560991,-71.3374059,4/20/2016,12:57:23
42.6560991,-71.3374059,4/20/2016,13:02:23
42.6560991,-71.3374059,4/20/2016,13:07:22
42.6560991,-71.3374059,4/20/2016,13:12:09
42.6560991,-71.3374059,4/20/2016,13:17:09
42.6560991,-71.3374059,4/20/2016,13:22:09
42.6560991,-71.3374059,4/20/2016,13:27:09
42.6560991,-71.3374059,4/20/2016,13:37:09
42.6560991,-71.3374059,4/20/2016,13:42:09
42.6560991,-71.3374059,4/20/2016,13:47:09
42.6560991,-71.3374059,4/20/2016,13:52:09
42.6560991,-71.3374059,4/20/2016,13:57:14
42.6560991,-71.3374059,4/20/2016,14:02:11
42.6560991,-71.3374059,4/20/2016,14:07:23
42.6560991,-71.3374059,4/20/2016,14:12:16
42.6560991,-71.3374059,4/20/2016,14:17:11
42.6560991,-71.3374059,4/20/2016,14:27:14
42.6560991,-71.3374059,4/20/2016,14:32:22
42.6560991,-71.3374059,4/20/2016,14:37:12
42.6560991,-71.3374059,4/20/2016,14:42:22
42.6560991,-71.3374059,4/20/2016,14:47:11
42.6560991,-71.3374059,4/20/2016,14:52:17
42.6560991,-71.3374059,4/20/2016,14:57:19
42.6560991,-71.3374059,4/20/2016,15:02:10
42.6560991,-71.3374059,4/20/2016,15:07:13
42.6560991,-71.3374059,4/20/2016,15:17:22
42.6560991,-71.3374059,4/20/2016,15:22:20
42.6560991,-71.3374059,4/20/2016,15:27:09
42.6560991,-71.3374059,4/20/2016,15:32:09
42.6560991,-71.3374059,4/20/2016,15:37:09
42.6560991,-71.3374059,4/20/2016,15:42:09
42.6560991,-71.3374059,4/20/2016,15:47:19
