42.6561175,-71.3373309,4/14/2016@10:32:36
42.6561175,-71.3373309,4/14/2016@10:52:35
42.6561175,-71.3373309,4/14/2016@10:57:35
42.6561175,-71.3373309,4/14/2016@11:02:35
42.6561175,-71.3373309,4/14/2016@11:07:39
42.6561175,-71.3373309,4/14/2016@11:12:35
42.6561175,-71.3373309,4/14/2016@11:17:48
42.6561175,-71.3373309,4/14/2016@11:27:36
42.6561175,-71.3373309,4/14/2016@11:32:46
42.6561175,-71.3373309,4/14/2016@11:37:43
42.6561175,-71.3373309,4/14/2016@11:42:47
42.6561175,-71.3373309,4/14/2016@11:47:48
42.6561175,-71.3373309,4/14/2016@11:52:40
42.6561175,-71.3373309,4/14/2016@11:57:39
42.6561175,-71.3373309,4/14/2016@12:02:50
42.6561175,-71.3373309,4/14/2016@12:07:36
42.6561175,-71.3373309,4/14/2016@12:17:44
42.6561175,-71.3373309,4/14/2016@12:22:35
42.6561175,-71.3373309,4/14/2016@12:27:35
42.6561175,-71.3373309,4/14/2016@12:32:51
42.6561175,-71.3373309,4/14/2016@12:37:45
42.6561175,-71.3373309,4/14/2016@12:42:35
42.6561175,-71.3373309,4/14/2016@12:47:40
42.6561175,-71.3373309,4/14/2016@12:52:42
42.6561175,-71.3373309,4/14/2016@12:57:37
42.6561175,-71.3373309,4/14/2016@13:07:35
