42.6560985,-71.33737,4/15/2016@10:49:04
42.6545661,-71.3261989,4/15/2016@11:54:27
42.6545661,-71.3261989,4/15/2016@11:59:26
42.6545661,-71.3261989,4/15/2016@12:04:29
42.6545661,-71.3261989,4/15/2016@12:09:32
42.6545661,-71.3261989,4/15/2016@12:14:35
42.6545661,-71.3261989,4/15/2016@12:19:22
42.6545661,-71.3261989,4/15/2016@12:24:22
42.6545661,-71.3261989,4/15/2016@12:29:22
42.6545661,-71.3261989,4/15/2016@12:39:24
42.6545661,-71.3261989,4/15/2016@12:44:37
42.6545661,-71.3261989,4/15/2016@12:52:48
42.6351165,-71.3541178,4/15/2016@13:07:46
42.6351165,-71.3541178,4/15/2016@13:12:46
42.6351165,-71.3541178,4/15/2016@13:17:46
42.6561136,-71.3373332,4/15/2016@13:49:02
42.6560737,-71.3373839,4/15/2016@13:54:48
42.6560737,-71.3373839,4/15/2016@13:59:49
42.6560737,-71.3373839,4/15/2016@14:09:51
42.6560737,-71.3373839,4/15/2016@14:15:00
42.6560737,-71.3373839,4/15/2016@14:19:59
42.6560737,-71.3373839,4/15/2016@14:25:01
42.6560737,-71.3373839,4/15/2016@14:29:52
42.6560737,-71.3373839,4/15/2016@14:34:48
42.6560737,-71.3373839,4/15/2016@14:39:58
42.6560737,-71.3373839,4/15/2016@14:44:49
42.6560737,-71.3373839,4/15/2016@14:50:00
42.6560737,-71.3373839,4/15/2016@14:59:53
42.6560737,-71.3373839,4/15/2016@15:04:48
42.6560737,-71.3373839,4/15/2016@15:09:48
42.6560737,-71.3373839,4/15/2016@15:15:00
42.6560737,-71.3373839,4/15/2016@15:19:52
42.6560737,-71.3373839,4/15/2016@15:24:55
42.6560737,-71.3373839,4/15/2016@15:30:00
42.6560737,-71.3373839,4/15/2016@15:34:53
42.6560737,-71.3373839,4/15/2016@15:39:50
42.6560737,-71.3373839,4/15/2016@15:49:54
42.6560737,-71.3373839,4/15/2016@15:54:48
42.6560737,-71.3373839,4/15/2016@15:59:48
42.6560737,-71.3373839,4/15/2016@16:05:00
42.6560737,-71.3373839,4/15/2016@16:09:49
42.6560737,-71.3373839,4/15/2016@16:14:50
42.6560737,-71.3373839,4/15/2016@16:19:50
42.6560737,-71.3373839,4/15/2016@16:25:02
42.6560737,-71.3373839,4/15/2016@16:30:00
42.6560737,-71.3373839,4/15/2016@16:39:48
42.6560737,-71.3373839,4/15/2016@16:44:57
42.6560737,-71.3373839,4/15/2016@16:49:48
42.6560737,-71.3373839,4/15/2016@16:55:01
42.6560737,-71.3373839,4/15/2016@16:59:48
42.6560737,-71.3373839,4/15/2016@17:04:53
42.6560737,-71.3373839,4/15/2016@17:09:59
42.6560737,-71.3373839,4/15/2016@17:14:51
42.6560737,-71.3373839,4/15/2016@17:19:50
42.6560737,-71.3373839,4/15/2016@17:29:55
42.6560737,-71.3373839,4/15/2016@17:34:53
42.6560737,-71.3373839,4/15/2016@17:39:49
42.6560737,-71.3373839,4/15/2016@17:44:49
42.6560737,-71.3373839,4/15/2016@17:49:58
42.6560737,-71.3373839,4/15/2016@17:54:52
42.6560737,-71.3373839,4/15/2016@17:59:58
42.6560737,-71.3373839,4/15/2016@18:05:05
42.6560737,-71.3373839,4/15/2016@18:09:51
42.6560737,-71.3373839,4/15/2016@18:19:55
42.6560737,-71.3373839,4/15/2016@18:24:51
42.6560737,-71.3373839,4/15/2016@18:30:05
42.6560737,-71.3373839,4/15/2016@18:34:57
42.6560737,-71.3373839,4/15/2016@18:40:04
42.6560737,-71.3373839,4/15/2016@18:44:56
42.6560737,-71.3373839,4/15/2016@18:49:53
42.6560737,-71.3373839,4/15/2016@18:54:48
42.6560737,-71.3373839,4/15/2016@18:59:49
42.6560737,-71.3373839,4/15/2016@19:10:03
42.6560737,-71.3373839,4/15/2016@19:14:54
42.6560737,-71.3373839,4/15/2016@19:20:02
42.6560737,-71.3373839,4/15/2016@19:24:59
42.6560737,-71.3373839,4/15/2016@19:29:51
42.6560737,-71.3373839,4/15/2016@19:35:03
42.6560737,-71.3373839,4/15/2016@19:39:56
42.6560737,-71.3373839,4/15/2016@19:44:53
42.6560737,-71.3373839,4/15/2016@19:49:51
