42.6560758,-71.3373248,4/10/2016 @ 19:22:11
42.6560758,-71.3373248,4/10/2016 @ 19:22:11
42.6560758,-71.3373248,4/10/2016 @ 19:22:17
42.6560758,-71.3373248,4/10/2016 @ 19:22:17
42.6560758,-71.3373248,4/10/2016 @ 19:22:20
42.6560758,-71.3373248,4/10/2016 @ 19:22:20
42.6560758,-71.3373248,4/10/2016 @ 19:22:23
42.6560758,-71.3373248,4/10/2016 @ 19:22:23
42.6560758,-71.3373248,4/10/2016 @ 19:22:26
42.6560758,-71.3373248,4/10/2016 @ 19:22:26
42.6560758,-71.3373248,4/10/2016 @ 19:22:29
42.6560758,-71.3373248,4/10/2016 @ 19:22:29
42.6560758,-71.3373248,4/10/2016 @ 19:22:32
42.6560758,-71.3373248,4/10/2016 @ 19:22:32
42.6560758,-71.3373248,4/10/2016 @ 19:22:35
42.6560758,-71.3373248,4/10/2016 @ 19:22:35
42.6560758,-71.3373248,4/10/2016 @ 19:22:38
42.6560758,-71.3373248,4/10/2016 @ 19:22:38
42.6560758,-71.3373248,4/10/2016 @ 19:22:44
42.6560758,-71.3373248,4/10/2016 @ 19:22:44
42.6560758,-71.3373248,4/10/2016 @ 19:22:47
42.6560758,-71.3373248,4/10/2016 @ 19:22:51
42.6560758,-71.3373248,4/10/2016 @ 19:22:54
42.6560758,-71.3373248,4/10/2016 @ 19:22:57
42.6560758,-71.3373248,4/10/2016 @ 19:23:00
42.6560758,-71.3373248,4/10/2016 @ 19:23:03
